id,tenant_domain,market_id,keyword_id,entity_type,entity_id,entity_name,entity_domain,rank,estimated_traffic,share_of_voice,captured_at
4940ed7e-d95e-4fc9-a4dc-d9275e753fd7,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,b6bbf042-54b7-457f-bee8-b5a9610f6919,Chickasaw Nation,chickasaw.net,3,1100,1321,2026-05-18 01:40:07.581607
4942d5fd-aa25-4b7c-9e52-4ac5ffdf0f75,synozur.com,,b27ba16f-008f-451e-8afb-56459d8658e4,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,7,280,317,2026-06-22 23:42:17.608679
49453227-3f3f-4308-9a57-ea80a31d934b,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,06ad74d6-1d3a-4ca8-9a22-6a88b9dc13ca,IIIM - Institute of Information Management,iim.org.uk,6,380,445,2026-06-15 17:28:16.575385
4949c8b8-8e1d-489d-8b2f-3a3ff65dcd7b,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,79081557-d72a-4af7-915e-266802e4ca2e,competitor,3f99127a-dfe8-40fc-8a17-13df183c7629,Powell Software,powell-software.com,,0,0,2026-07-04 03:53:22.185043
4949ffc4-f37d-4b8b-b9e6-05e31c16c887,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,8,210,246,2026-06-22 09:28:41.977053
494a155c-61f5-4596-8dcc-8a0efb7ab239,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,4407763f-7495-4959-82ab-9e093e58d3c6,competitor,3f99127a-dfe8-40fc-8a17-13df183c7629,Powell Software,powell-software.com,3,1100,1321,2026-06-17 02:01:11.640247
49507237-b21f-4c3c-939b-7ac857d34e76,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,c7f9d2a3-d83f-4a1e-bac1-7220f5d922a5,competitor,3f99127a-dfe8-40fc-8a17-13df183c7629,Powell Software,powell-software.com,,0,0,2026-07-09 15:46:41.298709
49513dc7-8a48-4168-b68b-678bd2bd6879,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,3,1100,1363,2026-06-22 01:29:03.997898
4952c642-8164-40dd-ae6a-bcee9e0a650d,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,b6bbf042-54b7-457f-bee8-b5a9610f6919,Chickasaw Nation,chickasaw.net,,0,0,2026-07-18 04:01:42.3127
49574d55-c9b4-492b-be8a-20374d5c9aa3,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,9de32bde-0723-4bc6-9218-8fc12a50cfea,Mashantucket Pequot Tribal Nation,mptn-nsn.gov,2,1800,2161,2026-06-23 07:18:39.11619
495d8ba6-a893-4f38-b86c-8f08c0072f41,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,baseline,b2ef0182-5f8b-4312-9bfe-efe5acb8529a,Seminole Tribe of Florida,semtribe.com,5,520,624,2026-06-09 14:20:20.710948
49609f5e-89c3-4353-86f9-9a3d2121f9b0,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,9,160,184,2026-06-03 00:58:47.519987
4961920d-1b1c-46d2-becd-283be5f81051,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,10,120,160,2026-06-10 05:47:25.767206
4969bb88-e4c5-4af9-913e-177b6c8d3ec9,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,e6a13254-cf69-45e0-b1a0-3637aef86e04,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,,0,0,2026-07-01 00:55:12.516391
496d4c26-c488-4413-888a-3964bf2bf9f6,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,8e3f4d43-dc70-4cd9-9294-cffebfaae7bc,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,2,1800,2161,2026-06-28 20:33:34.032336
496ed8d3-afd2-4b49-9f86-30d126e3aae6,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,06ad74d6-1d3a-4ca8-9a22-6a88b9dc13ca,IIIM - Institute of Information Management,iim.org.uk,6,380,445,2026-06-12 15:06:35.24983
49719446-7c9f-44fa-8869-1b3fa0558175,synozur.com,,b27ba16f-008f-451e-8afb-56459d8658e4,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,8,210,238,2026-06-22 04:28:08.198951
4973cfd9-5e2c-45cf-91f3-1fe9c222ec3c,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,c7f9d2a3-d83f-4a1e-bac1-7220f5d922a5,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,,0,0,2026-07-03 15:29:48.711846
4977de28-29b1-4768-958e-ad8ebe436f8f,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,8e3f4d43-dc70-4cd9-9294-cffebfaae7bc,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,2,1800,2161,2026-06-18 05:28:45.143203
497874b8-e7a6-470b-860f-b1a489d91fe4,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,2,1800,2133,2026-06-25 10:47:44.513488
49801371-f075-49a3-9628-a6564addffb8,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,a89840d8-543e-4a59-a040-ed273515b3dd,Cherokee Nation,cherokee.org,1,3500,4202,2026-05-09 13:35:09.97035
498db54e-7762-4e28-b4f0-341ff31c2367,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,7,280,317,2026-06-15 18:19:54.179553
4996bfc3-76fc-4c55-9840-dbae5fa9a79a,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,,Credera,credera.com,4,750,862,2026-06-03 02:59:37.820646
499c8d02-b4b1-41c4-9014-ed80e6f4b149,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,4f7e4e87-ad64-43a0-b70f-d8ac4fbedf73,Mohegan Tribe,mohegan.nsn.gov,7,280,336,2026-05-09 15:34:26.970656
499f0768-5947-4d8e-b6d4-4aabb8231ac9,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,,0,0,2026-06-16 16:18:53.441994
49a8355e-90ff-4b7d-8493-31fd7f53a2a5,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,12,70,93,2026-06-08 15:03:14.196219
49ab7327-2ac0-4296-9181-6528307bf3b6,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,7,280,619,2026-06-25 10:48:31.914449
49ad30b3-9713-4d5f-8014-c61105370015,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,3,1100,1647,2026-06-08 19:59:20.991351
49b3c005-135f-43ca-b3f7-6e3b131f76be,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,8e3f4d43-dc70-4cd9-9294-cffebfaae7bc,competitor,b779e181-a767-4d9b-88e2-6d9af2f3b828,Unily,unily.com,,0,0,2026-07-09 15:46:30.951359
49bb13cb-c698-43bc-b5c9-a60c5f34ce25,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,c14730b9-be27-439c-9a5e-9f4901396375,ISACA,isaca.org,5,520,609,2026-06-01 02:04:13.774266
49c7dae7-1229-4fbd-88ad-c3427b4a6c1b,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,7,280,356,2026-06-14 11:17:35.866171
49ce9e7f-8782-4d0c-934f-e6e1709e3b99,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,06ad74d6-1d3a-4ca8-9a22-6a88b9dc13ca,IIIM - Institute of Information Management,iim.org.uk,5,520,1032,2026-06-20 22:02:04.995538
49d30bfd-5259-4d44-b8d6-4681abab338d,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,f64e9468-300b-44df-a07a-002fab4cf0b9,competitor,56c550d6-c58a-4fb5-8f71-af52132e7e76,Deep Judge,deepjudge.ai,,0,0,2026-07-04 14:55:05.690009
49d4e0ee-4539-49aa-bcb5-c9f75a2b08f8,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,4407763f-7495-4959-82ab-9e093e58d3c6,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,2,1800,2161,2026-06-24 05:03:20.95586
49d6bd33-57d6-42dc-bf14-13ae148f0d34,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,115d22b8-c03c-4c3e-8093-e53399240505,Propeller,propeller.com,,0,0,2026-06-24 16:10:06.975861
49dc4250-e9bd-49b4-98d8-a022c49a313a,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,8,210,246,2026-06-01 00:05:11.87593
49dc5a37-dfc1-489f-967c-623f3cf5df2c,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,f98ffa0d-82e8-4410-9fd7-182238c46006,baseline,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,ClearPeople,clearpeople.com,,0,0,2026-07-16 02:25:47.068702
49de4a73-1f27-4e11-951b-314361cfa76f,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,,0,0,2026-07-04 14:54:07.227735
49e0e8df-8736-4f55-9a46-b79018c2ee4b,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,3,1100,2183,2026-06-01 00:05:17.275892
49ea8729-63b8-4c4e-9f01-f575b56cfc2e,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,3ba512ba-97fa-4f32-bbf7-2b3fd03d1d70,Infodash,getinfodash.com,4,750,1200,2026-06-01 17:07:22.975918
49ee947e-a8fb-48df-9c22-036b9d7cbf4d,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,3,1100,1399,2026-06-12 14:54:31.704674
49f194b1-6f45-4037-83a7-d2b6f9fd1930,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,a89840d8-543e-4a59-a040-ed273515b3dd,Cherokee Nation,cherokee.org,1,3500,4202,2026-06-08 19:59:28.010878
4a04609c-8ccb-4183-ab24-fce059483f68,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,,Perficient,perficient.com,,0,0,2026-06-09 18:18:34.215842
4a08c2e7-8574-4f9d-a4dd-d9afab17ec4e,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,115d22b8-c03c-4c3e-8093-e53399240505,Propeller,propeller.com,5,520,616,2026-06-27 17:58:44.32002
4a08cdca-66a3-4fea-9f23-9a46123681bd,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,115d22b8-c03c-4c3e-8093-e53399240505,Propeller,propeller.com,,0,0,2026-06-06 16:18:22.940864
4a132acb-dde0-40ad-8b84-23a060d90c37,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,3ba512ba-97fa-4f32-bbf7-2b3fd03d1d70,Infodash,getinfodash.com,4,750,1200,2026-06-10 11:36:47.347164
4a14bd93-001e-4086-a6ff-1632a877dc68,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,baseline,1b529111-c936-4c2a-abc5-5b596fb15352,AIIM - The Association for Intelligent Information Management,aiim.org,4,750,878,2026-06-26 19:58:06.091603
4a17711f-c0ea-47d3-8b2d-727c15a50324,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,b5d12262-1337-4bcf-a9d4-4ba831ef7edf,Society for Information Management,simnet.org,4,750,1488,2026-06-03 13:59:56.420122
4a1e0355-fff2-432f-a8a4-3a9eccd69211,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,8,210,246,2026-06-24 03:19:25.998462
4a1fdcff-ebf9-46f2-9ee4-8f2ef6686264,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,,0,0,2026-06-18 05:27:14.64304
4a2133c9-15ba-4135-a25a-f69df30adad0,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,7,280,328,2026-06-08 21:27:24.072486
4a25ad99-4ddf-4cd7-b6ed-8260e4a57c84,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,3,1100,1399,2026-06-25 10:47:50.313622
4a28ccc8-6b31-44a4-bfa8-c2da7cbac294,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,6,380,541,2026-06-20 22:01:21.518804
4a2bb734-1bce-42a6-8967-c018b5f0f7d0,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,7,280,619,2026-06-01 07:06:01.676768
4a2bf7fd-45c7-4511-b3ba-f4958ea43fa2,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,70119ffb-1157-4dba-b98b-ad7a3c78d74b,Pariveda,parivedasolutions.com,4,750,850,2026-06-20 18:44:54.998541
4a2e5e63-e16d-40b3-8ad5-1e53e2b51dc6,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,baseline,1b529111-c936-4c2a-abc5-5b596fb15352,AIIM - The Association for Intelligent Information Management,aiim.org,2,1800,3571,2026-06-10 18:58:25.196192
4a30d286-9a20-480a-8e26-eff30b19df22,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,8,210,260,2026-06-26 01:25:07.631822
4a338f8a-8b81-4c15-951c-0d89fd87b51d,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,c14730b9-be27-439c-9a5e-9f4901396375,ISACA,isaca.org,5,520,609,2026-06-14 20:36:02.457046
4a3593ed-b904-4099-8886-64f6d268bdd7,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,baseline,1b529111-c936-4c2a-abc5-5b596fb15352,AIIM - The Association for Intelligent Information Management,aiim.org,2,1800,3571,2026-06-07 16:13:59.881145
4a387207-a0dd-4d11-9bc8-e13a7490ad72,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,c14730b9-be27-439c-9a5e-9f4901396375,ISACA,isaca.org,8,210,465,2026-06-15 17:28:16.629143
4a39cb31-ccf1-461c-8b27-e48195861a0e,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,4f7e4e87-ad64-43a0-b70f-d8ac4fbedf73,Mohegan Tribe,mohegan.nsn.gov,7,280,336,2026-05-30 01:49:50.937037
4a3b2160-ef1c-456c-be33-1c4dba071fc4,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,2afad96e-6670-4eff-b02e-4cb2cbbdf86e,Choctaw Nation of Oklahoma,choctawnation.com,6,380,456,2026-05-15 05:09:21.64419
4a3d3e3a-6bbf-441b-af8c-93226882db8d,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,7,280,328,2026-06-01 02:04:13.774266
4a477ef3-7d46-4f8d-94cc-ae79731ba11e,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,baseline,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,ClearPeople,clearpeople.com,3,1100,1685,2026-06-15 18:20:02.295362
4a487d11-b7d7-4c8f-be01-ac57c05a217b,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,b5d12262-1337-4bcf-a9d4-4ba831ef7edf,Society for Information Management,simnet.org,4,750,1488,2026-06-26 17:00:41.235643
4a4c4687-3070-41af-997f-9daed58bb16a,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,,Credera,credera.com,5,520,778,2026-06-03 05:58:53.718627
4a4e3054-0286-4568-8147-f8be19863f90,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,b779e181-a767-4d9b-88e2-6d9af2f3b828,Unily,unily.com,,0,0,2026-05-30 01:52:59.004768
4a534019-e79e-4ce6-99a6-038171d54dee,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,08fed942-89fc-4861-b880-b3821383c191,IAPP - International Association of Privacy Professionals,iapp.org,,0,0,2026-05-30 11:02:21.574983
4a5362bf-36ab-4230-8737-3ba10a0bc976,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,1dff90fa-d938-48b9-ac07-5d059fa04832,E78,e78partners.com,,0,0,2026-07-04 14:54:07.227735
4a573978-27ff-4fc0-a948-dbb2c5aaa4b1,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,3,1100,1303,2026-06-14 11:17:30.164622
4a5ac5e3-57be-4df3-b47d-085157982e2b,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,,Perficient,perficient.com,,0,0,2026-06-08 15:03:14.196219
4a5d0a8a-664d-4cc2-aa1d-a9bd3cbba9b3,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,7,280,399,2026-06-25 10:47:48.913603
4a62963e-65bf-4497-bf5e-d656b43ab190,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,10,120,160,2026-06-07 05:18:03.940289
4a642671-d0c7-4009-a306-12c9c757b205,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,8,210,314,2026-06-02 22:58:31.120321
4a65c021-8997-4555-9335-1fae2cee6868,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,baseline,1b529111-c936-4c2a-abc5-5b596fb15352,AIIM - The Association for Intelligent Information Management,aiim.org,2,1800,3571,2026-06-15 17:28:16.670179
4a66edc1-9732-411e-acbe-d50f038886ad,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,7,280,356,2026-06-23 04:35:40.359875
4a6b27d7-0435-467b-9f5f-16971669afd3,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,4407763f-7495-4959-82ab-9e093e58d3c6,competitor,b779e181-a767-4d9b-88e2-6d9af2f3b828,Unily,unily.com,4,750,900,2026-06-22 18:58:32.981887
4a6b55fe-718e-4ccf-a545-748ceb8daa86,synozur.com,,b27ba16f-008f-451e-8afb-56459d8658e4,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,6,380,431,2026-06-12 12:03:16.241306
4a6ed745-3412-4279-86fe-a41cc13c85d0,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,f98ffa0d-82e8-4410-9fd7-182238c46006,competitor,56c550d6-c58a-4fb5-8f71-af52132e7e76,Deep Judge,deepjudge.ai,4,750,900,2026-06-23 04:37:00.559921
4a7a1f4c-7fd5-404e-8891-52ce60c389bb,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,115d22b8-c03c-4c3e-8093-e53399240505,Propeller,propeller.com,,0,0,2026-06-18 05:26:17.543747
4a7a21d6-013b-457c-bc72-370f0dc4d41b,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,70119ffb-1157-4dba-b98b-ad7a3c78d74b,Pariveda,parivedasolutions.com,5,520,590,2026-06-09 00:12:47.738985
4a7a2d2b-3190-466b-923f-a8ee3bea7054,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,baseline,37d74323-ec27-4651-bf69-7bd164c175cf,The Synozur Alliance,synozur.com,8,210,299,2026-06-25 00:38:49.548583
4a7e8d2a-7602-4a74-bc1e-bbafa8f8bef4,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,7,280,347,2026-06-15 17:28:14.893315
4a816114-4356-4b38-96a4-2002862f5a43,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,70119ffb-1157-4dba-b98b-ad7a3c78d74b,Pariveda,parivedasolutions.com,5,520,662,2026-06-19 16:23:31.926183
4a85dc7b-5094-4aee-a32c-fc5ce24e74d6,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,06ad74d6-1d3a-4ca8-9a22-6a88b9dc13ca,IIIM - Institute of Information Management,iim.org.uk,6,380,445,2026-06-24 05:36:12.062532
4a85f5a0-7283-4d92-9c0a-3adaed7fe0c2,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,8,210,249,2026-06-30 11:15:47.450034
4a86384f-077e-42b5-b588-2e28e2cd016e,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,08fed942-89fc-4861-b880-b3821383c191,IAPP - International Association of Privacy Professionals,iapp.org,,0,0,2026-06-22 23:44:36.508792
4a869566-0a41-494b-9b86-411b5b988406,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,dcc71e3b-099e-439a-8039-449adb118885,competitor,3f99127a-dfe8-40fc-8a17-13df183c7629,Powell Software,powell-software.com,,0,0,2026-07-04 03:52:48.885292
4a87f98c-1432-478a-875f-0b0e0afe61b8,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,b67215e1-417e-4176-b3fc-f18deb838947,ARMA International,arma.org,2,1800,3982,2026-06-03 18:00:49.920508
4a8e2fdf-9bab-425e-b9eb-6184d540f01e,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,2afad96e-6670-4eff-b02e-4cb2cbbdf86e,Choctaw Nation of Oklahoma,choctawnation.com,6,380,456,2026-05-17 00:37:44.182423
4a90478c-650f-4855-a193-172b19a8543b,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,,0,0,2026-07-03 15:28:00.17661
4a907453-1bb4-4e9e-aaed-f1c2aa493199,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,a89840d8-543e-4a59-a040-ed273515b3dd,Cherokee Nation,cherokee.org,1,3500,4202,2026-05-07 06:57:37.08056
4a937614-45d1-4159-b0cf-2b087cdb40f1,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,7,280,619,2026-06-15 16:50:55.067856
4a94a7ce-85b2-44fa-b0d8-0aeeda7a3e53,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,a89840d8-543e-4a59-a040-ed273515b3dd,Cherokee Nation,cherokee.org,1,3500,4202,2026-06-19 16:23:35.729592
4a984d9e-5b9d-4451-8bfd-43348d7cf980,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,8e3f4d43-dc70-4cd9-9294-cffebfaae7bc,baseline,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,ClearPeople,clearpeople.com,3,1100,1321,2026-06-19 16:01:18.438124
