id,competitor_id,tenant_domain,platform,period,followers,followers_delta,posts,posts_delta,engagement,engagement_delta,mentions,mentions_delta,raw_data,captured_at,created_at,market_id
35e9e8b0-d0d4-4467-ae8c-327a714fdd0c,7a54fe13-a27c-48e9-9d4f-70dd6aa3f31b,synozur.com,linkedin,2026-03-27,2750,0,5,0,14,0,0,0,,2026-03-27 22:29:41.341816,2026-03-27 22:29:41.341816,5428db01-79b3-4487-a2b2-0e63327f2510
49a1ebf0-b635-48e3-a43a-ee83d92850dd,4fe0bb48-c4b7-4fae-bff3-5c74d09872e6,synozur.com,linkedin,2026-03-27,3714,0,,0,,0,0,0,,2026-03-27 22:29:58.055585,2026-03-27 22:29:58.055585,5428db01-79b3-4487-a2b2-0e63327f2510
2f28a813-44c0-4b91-9434-9c7db093ffc0,32c39b62-e879-4d0c-89d3-80de52e93225,synozur.com,linkedin,2026-03-27,2516,0,5,0,16,0,0,0,,2026-03-27 22:30:09.510884,2026-03-27 22:30:09.510884,5428db01-79b3-4487-a2b2-0e63327f2510
cd72794f-6ff7-4539-b89e-489528017e02,b61d84e3-6744-4d06-9886-293338c643e1,synozur.com,linkedin,2026-03-28,207856,0,5,0,957,0,0,0,,2026-03-28 16:33:38.852925,2026-03-28 16:33:38.852925,ca220481-8e38-44ac-8bec-b77fce1155d9
fb01fcb1-eed0-4a85-a63b-22c2190e427a,bbc33448-4592-46af-a2dd-9a4c8d9b0912,synozur.com,linkedin,2026-03-28,184540,0,5,0,664,0,0,0,,2026-03-28 16:33:46.292084,2026-03-28 16:33:46.292084,ca220481-8e38-44ac-8bec-b77fce1155d9
bcbb6408-fc4e-40e5-8c9d-f6a40a4d91b0,96887424-f071-410c-ab3e-76ea0bc72251,synozur.com,linkedin,2026-03-28,172300,0,5,0,1272,0,0,0,,2026-03-28 16:33:55.129993,2026-03-28 16:33:55.129993,ca220481-8e38-44ac-8bec-b77fce1155d9
4e70a68d-93df-43a2-ad11-f94bbfb8b2b9,da5d280c-ef5f-4ba8-8f4e-0d12dda9d38f,synozur.com,linkedin,2026-03-28,163887,0,5,0,1821,0,0,0,,2026-03-28 16:34:08.405994,2026-03-28 16:34:08.405994,ca220481-8e38-44ac-8bec-b77fce1155d9
e3b81308-b815-4216-a4b9-123fd9f43b5a,b78cc944-49b8-4da8-8ad4-8c456fc9376e,synozur.com,linkedin,2026-03-30,1649697,0,5,0,2897,0,0,0,,2026-03-30 21:52:34.841298,2026-03-30 21:52:34.841298,5d149a37-4d48-4ada-994a-eff6cc41c995
7ba0509d-8e30-4e5d-a44f-375984a86f6d,ce2dbe38-a357-476f-a3ed-b59c4a3a88c3,synozur.com,linkedin,2026-03-30,10493435,0,5,0,4711,0,0,0,,2026-03-30 21:52:45.799781,2026-03-30 21:52:45.799781,5d149a37-4d48-4ada-994a-eff6cc41c995
facdc52d-95d3-4c90-9d34-dc8f14fb98e5,5595f6b9-a114-4814-bfba-d69a796eb480,synozur.com,linkedin,2026-03-30,1741191,0,5,0,771,0,0,0,,2026-03-30 21:52:59.623028,2026-03-30 21:52:59.623028,5d149a37-4d48-4ada-994a-eff6cc41c995
ea636c4c-f7d5-4672-b9ab-683851b9c447,77dacf19-2b7f-4c52-9005-ad03b0703f19,synozur.com,linkedin,2026-03-30,655359,0,5,0,295,0,0,0,,2026-03-30 21:53:11.753357,2026-03-30 21:53:11.753357,5d149a37-4d48-4ada-994a-eff6cc41c995
16c1e369-843f-4cf4-a10f-bdfbb42b22a6,d36f6151-a2c2-4261-9483-540deff0b905,synozur.com,linkedin,2026-03-30,11288589,0,5,0,1735,0,0,0,,2026-03-30 21:53:24.208652,2026-03-30 21:53:24.208652,5d149a37-4d48-4ada-994a-eff6cc41c995
92296f90-cdb7-4c8b-9939-923104d5b70c,aa2b9688-1918-4104-82ed-625dbe30d2f9,synozur.com,linkedin,2026-03-30,6423923,0,5,0,576,0,0,0,,2026-03-30 21:53:33.192648,2026-03-30 21:53:33.192648,5d149a37-4d48-4ada-994a-eff6cc41c995
2504480a-67e9-4757-ab64-169fe6388754,ace01f20-608a-400b-9636-f42b6ab003da,synozur.com,linkedin,2026-03-30,10731951,0,5,0,476,0,0,0,,2026-03-30 21:53:46.111505,2026-03-30 21:53:46.111505,5d149a37-4d48-4ada-994a-eff6cc41c995
61258e53-5794-4272-920d-d2a41f7ea407,69d6af5d-1da7-4106-8b07-71e218069cdc,synozur.com,linkedin,2026-04-01,1150,0,,0,,0,0,0,,2026-04-01 03:46:55.420627,2026-04-01 03:46:55.420627,0ef94ec0-4a79-4bf6-8bf8-7009864131e5
3ade3f2c-5609-4f7a-9bf8-a6c0873b0f78,a07bd48b-1b51-4f8d-9cd1-926627933d2f,synozur.com,linkedin,2026-04-01,677,0,,0,,0,0,0,,2026-04-01 03:47:07.229067,2026-04-01 03:47:07.229067,0ef94ec0-4a79-4bf6-8bf8-7009864131e5
63e4dce0-6d40-4801-8605-b62c9e3d22b6,59fd7bf0-04d3-4a8c-ba44-94fe2fd13434,synozur.com,linkedin,2026-04-01,76942,0,5,0,1228,0,0,0,,2026-04-01 03:47:19.854656,2026-04-01 03:47:19.854656,0ef94ec0-4a79-4bf6-8bf8-7009864131e5
5ed054d3-c45b-42ad-aa16-a0ff51dc0bbf,a567bbdb-d990-49e8-a6ae-1a814d8d99ea,synozur.com,linkedin,2026-04-01,27939950,0,5,0,1437,0,0,0,,2026-04-01 03:47:32.996742,2026-04-01 03:47:32.996742,0ef94ec0-4a79-4bf6-8bf8-7009864131e5
584d24a2-7a23-4f01-85f0-6cac6f10ddbe,a2726b18-5a93-491d-898b-d82855f52b98,synozur.com,linkedin,2026-04-01,2008566,0,,0,,0,0,0,,2026-04-01 03:47:53.72961,2026-04-01 03:47:53.72961,0ef94ec0-4a79-4bf6-8bf8-7009864131e5
01ed1e18-cd5a-4213-8df8-4ff7b881bff6,1bc18604-f0db-4133-ba67-1fe13d9ddbd8,synozur.com,linkedin,2026-04-01,89106,0,5,0,281,0,0,0,,2026-04-01 04:19:39.736412,2026-04-01 04:19:39.736412,0ef94ec0-4a79-4bf6-8bf8-7009864131e5
d12f430d-3a16-410c-96a5-caf4eb666898,cc3fd97b-d1ed-46e7-9e8f-4b4a8531f89e,synozur.com,linkedin,2026-04-03,452115,0,5,0,150,0,0,0,,2026-04-03 01:28:34.416031,2026-04-03 01:28:34.416031,e60427a8-7765-4e8a-a031-3324c883931f
d56580e2-60e9-4559-a9f6-9a4a5dd08aad,89d1818e-24bd-40b3-a0b6-c853af8d6f58,synozur.com,linkedin,2026-04-03,140426,0,5,0,368,0,0,0,,2026-04-03 01:29:55.13852,2026-04-03 01:29:55.13852,e60427a8-7765-4e8a-a031-3324c883931f
22624585-f3a1-4f78-97fc-c3dd4ffa2d0e,35c0e0ed-de38-4541-8f17-ae88718b534e,synozur.com,linkedin,2026-04-03,477182,0,5,0,634,0,0,0,,2026-04-03 01:30:13.98018,2026-04-03 01:30:13.98018,e60427a8-7765-4e8a-a031-3324c883931f
a383ae68-cf1e-41b3-9a7c-feb62d47f707,f250aa3b-1558-4d9a-b0ec-a43ec294b566,synozur.com,linkedin,2026-04-03,147845,0,5,0,354,0,0,0,,2026-04-03 01:31:16.482145,2026-04-03 01:31:16.482145,e60427a8-7765-4e8a-a031-3324c883931f
bc68591d-a36f-4f85-b269-d140f4226f0f,3f0aa010-e241-43af-88cd-152f5c318ca4,synozur.com,linkedin,2026-04-03,189970,0,5,0,161,0,0,0,,2026-04-03 01:32:14.980684,2026-04-03 01:32:14.980684,e60427a8-7765-4e8a-a031-3324c883931f
c288db0e-2413-4bf1-ba89-22b67aa878d5,e50a74e0-7c71-4ca2-9979-4238b23b7184,synozur.com,linkedin,2026-04-03,437301,0,,0,,0,0,0,,2026-04-03 01:32:54.5806,2026-04-03 01:32:54.5806,e60427a8-7765-4e8a-a031-3324c883931f
b8002e91-a077-4e05-aa26-ba2bd34eea44,5cad0634-c21b-43cb-bc67-0790149970cf,synozur.com,linkedin,2026-04-03,374616,0,,0,,0,0,0,,2026-04-03 01:41:05.689074,2026-04-03 01:41:05.689074,9705950c-adda-40e3-8f88-7704fdff4d50
02f9cc6b-63d1-442b-9e17-74e67dc4ef6e,3e66311d-2046-48af-a047-b9a9af40c150,synozur.com,linkedin,2026-04-03,437302,0,,0,,0,0,0,,2026-04-03 01:41:14.385799,2026-04-03 01:41:14.385799,9705950c-adda-40e3-8f88-7704fdff4d50
8644c670-4ae8-4434-8b43-66d52e2bb56e,95a32885-b77f-478f-9b85-67a6ca7eea4e,synozur.com,linkedin,2026-04-03,176325,0,5,0,285,0,0,0,,2026-04-03 01:41:23.390444,2026-04-03 01:41:23.390444,9705950c-adda-40e3-8f88-7704fdff4d50
012514e2-cfc4-4c7c-a286-0d486f6c7ddf,575bb2b0-d7b4-422b-99e0-6fa9c6e3fd23,synozur.com,linkedin,2026-04-03,316137,0,5,0,351,0,0,0,,2026-04-03 01:41:51.249085,2026-04-03 01:41:51.249085,9705950c-adda-40e3-8f88-7704fdff4d50
e177b9a6-ae58-4251-9b98-65da22cb53f5,ff267d4b-3a3d-477d-a863-35c69deba5ed,synozur.com,linkedin,2026-04-03,477182,0,5,0,640,0,0,0,,2026-04-03 01:42:11.081222,2026-04-03 01:42:11.081222,9705950c-adda-40e3-8f88-7704fdff4d50
91a2d092-fc18-433f-9907-32bd14af35d6,eec0bf1c-285a-4ff2-b8f0-d76afa4a5dc6,synozur.com,linkedin,2026-04-03,147845,0,5,0,354,0,0,0,,2026-04-03 01:42:39.23413,2026-04-03 01:42:39.23413,9705950c-adda-40e3-8f88-7704fdff4d50
67a6dd2e-a793-4762-8346-e28796494461,2f74e349-868f-4154-bb11-54c42cc588b4,synozur.com,linkedin,2026-04-03,755,0,1,0,82,0,0,0,,2026-04-03 12:28:39.404097,2026-04-03 12:28:39.404097,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
4ed38faf-ecf7-4660-87a8-d30a976c0734,e80ece37-83bb-490b-b0e1-3c694671a488,synozur.com,linkedin,2026-04-03,1318902,0,5,0,204,0,0,0,,2026-04-03 12:28:49.316162,2026-04-03 12:28:49.316162,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
df2cf502-4470-45f3-be79-a36102e01a10,40663b2f-b3e5-4a9f-b89e-b5500e0d76ec,synozur.com,linkedin,2026-04-03,8506,0,5,0,120,0,0,0,,2026-04-03 12:29:03.511846,2026-04-03 12:29:03.511846,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
76ec6242-456f-4ef4-955e-ba2ff4145460,0b8b5bbc-d283-4e90-a848-4a846ee60f6f,synozur.com,linkedin,2026-04-03,5248,0,5,0,461,0,0,0,,2026-04-03 12:29:54.046815,2026-04-03 12:29:54.046815,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
d67a9974-85cc-4daa-be38-f3b3814cdecb,4156e3a5-eaa4-4345-aa2f-58a0a8a053a1,synozur.com,linkedin,2026-04-03,326487,0,,0,,0,0,0,,2026-04-03 12:30:02.404884,2026-04-03 12:30:02.404884,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
9309272c-1349-4dc1-8d94-ec438d9f1eee,0e207e47-cd22-4a78-b3ea-6b233f5f2643,reveillesoftware.com,linkedin,2026-04-03,514883,0,5,0,302,0,0,0,,2026-04-03 15:57:21.925216,2026-04-03 15:57:21.925216,5232feeb-8671-489f-ab07-e9d7310f0a3f
8c593aa3-caad-4b56-b64a-bf94e294c501,c8daa9f8-7eb3-45ae-9fa8-2ac0e5773f50,reveillesoftware.com,linkedin,2026-04-03,180526,0,5,0,278,0,0,0,,2026-04-03 15:58:43.157382,2026-04-03 15:58:43.157382,5232feeb-8671-489f-ab07-e9d7310f0a3f
caee2339-a89d-402a-95dc-19d579a7f07b,b8f6cf4c-a5da-4027-975e-00c8966ee87d,reveillesoftware.com,linkedin,2026-04-03,784673,0,5,0,118,0,0,0,,2026-04-03 15:58:55.09429,2026-04-03 15:58:55.09429,5232feeb-8671-489f-ab07-e9d7310f0a3f
1bcb28c1-ff3d-4019-b7a7-adb5425cfa0e,141f66be-bdf1-4404-bdea-4d9fe21a3c18,synozur.com,linkedin,2026-04-03,21485825,0,5,0,92,0,0,0,,2026-04-03 21:55:18.305223,2026-04-03 21:55:18.305223,6496aaa4-2ddf-4cad-a993-29582e8590b1
519943bc-3fcd-4f12-816b-5e313ca43d97,0ab3d9ec-6130-44fc-937e-ee17155a8cd2,synozur.com,linkedin,2026-04-03,14549153,0,5,0,2873,0,0,0,,2026-04-03 21:55:31.461168,2026-04-03 21:55:31.461168,6496aaa4-2ddf-4cad-a993-29582e8590b1
9e4cd87f-a638-4775-a7fc-ca84486f0b0b,9c6c3f09-c96a-4173-b95c-15f1e5474558,synozur.com,linkedin,2026-04-03,793278,0,5,0,137,0,0,0,,2026-04-03 21:55:46.068539,2026-04-03 21:55:46.068539,6496aaa4-2ddf-4cad-a993-29582e8590b1
85576b58-5010-40d0-9e11-0b6faf90a96e,6d72f129-d628-42b6-92a1-b715ccb541c3,synozur.com,linkedin,2026-04-03,9139850,0,5,0,1125,0,0,0,,2026-04-03 21:56:00.91219,2026-04-03 21:56:00.91219,6496aaa4-2ddf-4cad-a993-29582e8590b1
a2a71c9a-6797-4a8d-9dba-c12db4fabcb6,ab854c3a-6a21-4068-8c58-657dee543b22,synozur.com,linkedin,2026-04-03,797,0,,0,,0,0,0,,2026-04-03 21:56:17.512481,2026-04-03 21:56:17.512481,6496aaa4-2ddf-4cad-a993-29582e8590b1
51e670a7-454e-4596-8630-0f2ea8c87a0d,8bcc19ec-484e-4b0c-a541-4264680c82b1,synozur.com,linkedin,2026-04-03,84575,0,5,0,297,0,0,0,,2026-04-03 21:56:28.113429,2026-04-03 21:56:28.113429,6496aaa4-2ddf-4cad-a993-29582e8590b1
32f56046-bd20-4d9a-afb9-a246cbda50dc,efe45734-f0e1-498c-8e55-09ff5682882a,synozur.com,linkedin,2026-04-05,2239,0,5,0,255,0,0,0,,2026-04-05 00:15:35.745387,2026-04-05 00:15:35.745387,fd07e8e6-04ec-4d59-bd3d-04ed0e567c12
d344d7a3-c5e8-492a-b743-c0d799b48618,99db17b7-dfd2-4870-b8c0-e4da63d62943,synozur.com,linkedin,2026-04-05,2394,0,5,0,354,0,0,0,,2026-04-05 00:16:12.414513,2026-04-05 00:16:12.414513,fd07e8e6-04ec-4d59-bd3d-04ed0e567c12
44d56a46-cf1e-4550-b451-4f2838804a52,6d53f746-ab5c-400d-bf49-0dffb106edf2,synozur.com,linkedin,2026-04-05,1013,0,5,0,107,0,0,0,,2026-04-05 11:33:26.479234,2026-04-05 11:33:26.479234,6f5ed80d-e3b4-4d0e-8c71-6c622c224de8
9c6dcdfb-02c3-4773-9c2f-ceef2dd47d3e,8aaa4c50-ccf8-4bdf-9706-56be2c70e97f,synozur.com,linkedin,2026-04-05,1,0,,0,,0,0,0,,2026-04-05 11:50:31.064634,2026-04-05 11:50:31.064634,fd07e8e6-04ec-4d59-bd3d-04ed0e567c12
6b31518e-4fe6-4247-9f45-f2db510cde27,8aaa4c50-ccf8-4bdf-9706-56be2c70e97f,synozur.com,linkedin,2026-04-05,1,0,,0,,0,0,0,,2026-04-05 11:51:21.641559,2026-04-05 11:51:21.641559,fd07e8e6-04ec-4d59-bd3d-04ed0e567c12
20b11cec-819d-4bad-926e-c606ad34e009,740f8ce0-7c13-456f-9bcf-e750a3f3751d,synozur.com,linkedin,2026-04-05,1,0,,0,,0,0,0,,2026-04-05 11:55:26.129985,2026-04-05 11:55:26.129985,6f5ed80d-e3b4-4d0e-8c71-6c622c224de8
f5da966b-314d-482b-a84f-f8bcf8d39f8f,350f53e9-9268-435c-ad18-eb1e610842e7,synozur.com,linkedin,2026-04-05,3914,0,5,0,34,0,0,0,,2026-04-05 12:02:31.305921,2026-04-05 12:02:31.305921,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f
3c201c03-cc36-45f8-b4f9-033d600b002d,66ad8f73-01a2-476b-8866-1de2fbfb3ebc,go-planet.com,linkedin,2026-04-08,8747,0,5,0,34,0,0,0,,2026-04-08 17:51:17.953008,2026-04-08 17:51:17.953008,90fced24-a70f-4e90-b76e-1b0c86db716c
0fe18313-6212-47dc-8936-27d13b993bd9,8cd443f5-fafc-416f-b326-b3f6c83dacc3,go-planet.com,linkedin,2026-04-08,101923,0,5,0,241,0,0,0,,2026-04-08 17:56:30.509225,2026-04-08 17:56:30.509225,90fced24-a70f-4e90-b76e-1b0c86db716c
3882a863-27b6-4081-b57f-51410cc90a53,86db47df-b1d5-4b6a-9073-62776f8bf42b,go-planet.com,linkedin,2026-04-08,199202,0,5,0,276,0,0,0,,2026-04-08 17:58:24.582701,2026-04-08 17:58:24.582701,90fced24-a70f-4e90-b76e-1b0c86db716c
ad002cb5-bc47-4632-810d-9e35f0780e26,4156e3a5-eaa4-4345-aa2f-58a0a8a053a1,synozur.com,linkedin,2026-04-10,327200,0,5,0,896,0,0,0,,2026-04-10 16:45:10.058551,2026-04-10 16:45:10.058551,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
306e826c-3a23-4c59-ba4d-7518fd9c70e6,0b8b5bbc-d283-4e90-a848-4a846ee60f6f,synozur.com,linkedin,2026-04-10,5263,0,5,0,467,0,0,0,,2026-04-10 16:45:17.300044,2026-04-10 16:45:17.300044,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
83cef4f5-0405-4b5e-bbb1-b44bafb89ba4,40663b2f-b3e5-4a9f-b89e-b5500e0d76ec,synozur.com,linkedin,2026-04-10,8534,0,5,0,109,0,0,0,,2026-04-10 16:45:29.983319,2026-04-10 16:45:29.983319,0d26aaa5-4ae5-40d8-a834-e70c84f9d45e
9921b33e-0dfe-4812-ba8c-15f51279d61c,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,synozur.com,linkedin,2026-04-21,585125,0,5,0,1058,0,0,0,,2026-04-21 02:06:25.583787,2026-04-21 02:06:25.583787,137db123-4906-4e61-af99-f0d23d86a622
f6391a84-b7d0-44aa-b037-a619f09872d3,c37c4fd7-fa11-4147-95b6-2e401489de19,synozur.com,linkedin,2026-04-21,327882,0,5,0,273,0,0,0,,2026-04-21 02:06:43.861247,2026-04-21 02:06:43.861247,137db123-4906-4e61-af99-f0d23d86a622
680d1146-cd11-402c-a497-b8afd8a55b36,43e55426-39b1-4203-9394-fa02a08d21a9,synozur.com,linkedin,2026-04-21,17024,0,5,0,64,0,0,0,,2026-04-21 02:07:00.615601,2026-04-21 02:07:00.615601,137db123-4906-4e61-af99-f0d23d86a622
00d388a5-6216-4a20-9add-4640986a4abf,f5a7ff06-44e0-497d-89fd-152e6319f9f2,synozur.com,linkedin,2026-07-02,3008,0,,0,,0,0,0,,2026-07-02 19:00:18.155931,2026-07-02 19:00:18.155931,7856ea44-c556-4a25-a43e-9c6bb238e648
caf85c39-7b26-4f5c-8436-b16e4eb2f623,adb265a1-51b2-469f-aa8a-352543d257f2,synozur.com,linkedin,2026-07-02,1497,0,,0,,0,0,0,,2026-07-02 19:00:26.31853,2026-07-02 19:00:26.31853,7856ea44-c556-4a25-a43e-9c6bb238e648
7c5a36ff-2359-4288-ac7e-79fda62b7167,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,synozur.com,linkedin,2026-07-03,597260,0,,0,,0,0,0,,2026-07-03 14:44:44.30402,2026-07-03 14:44:44.30402,137db123-4906-4e61-af99-f0d23d86a622
79f056d9-c006-4857-b260-134c2ae8dc49,c37c4fd7-fa11-4147-95b6-2e401489de19,synozur.com,linkedin,2026-07-03,336274,0,,0,,0,0,0,,2026-07-03 14:44:49.503533,2026-07-03 14:44:49.503533,137db123-4906-4e61-af99-f0d23d86a622
9efe1821-ccb2-4c1d-a57b-f7ea279d71ab,43e55426-39b1-4203-9394-fa02a08d21a9,synozur.com,linkedin,2026-07-03,17258,0,,0,,0,0,0,,2026-07-03 14:45:01.544138,2026-07-03 14:45:01.544138,137db123-4906-4e61-af99-f0d23d86a622
e7185a87-3545-46e4-810b-5ebe09680fc9,083e0f08-61d1-415a-a97e-839f30139987,synozur.com,linkedin,2026-07-03,41024,0,,0,,0,0,0,,2026-07-03 14:45:09.348549,2026-07-03 14:45:09.348549,137db123-4906-4e61-af99-f0d23d86a622
d2f01e66-9384-4910-a722-a219820a43ff,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,synozur.com,linkedin,2026-07-03,88832,0,,0,,0,0,0,,2026-07-03 14:45:20.49226,2026-07-03 14:45:20.49226,137db123-4906-4e61-af99-f0d23d86a622
c5f6b3ec-a9ac-42be-8292-dd21cffb4a85,1dff90fa-d938-48b9-ac07-5d059fa04832,synozur.com,linkedin,2026-07-03,44857,0,,0,,0,0,0,,2026-07-03 14:45:28.309823,2026-07-03 14:45:28.309823,137db123-4906-4e61-af99-f0d23d86a622
ff1a2b40-ad22-46fe-badd-9ba3768aa531,115d22b8-c03c-4c3e-8093-e53399240505,synozur.com,linkedin,2026-07-03,12288,0,,0,,0,0,0,,2026-07-03 14:45:35.554195,2026-07-03 14:45:35.554195,137db123-4906-4e61-af99-f0d23d86a622
22ff93a4-c584-4a7d-a807-89e86f656140,70119ffb-1157-4dba-b98b-ad7a3c78d74b,synozur.com,linkedin,2026-07-03,19999,0,,0,,0,0,0,,2026-07-03 14:45:46.339459,2026-07-03 14:45:46.339459,137db123-4906-4e61-af99-f0d23d86a622
46218b99-74a2-4536-80ab-db68b2fe728a,f6c55d87-9047-49ba-b332-7fe2c727c47d,synozur.com,linkedin,2026-07-03,23478,0,,0,,0,0,0,,2026-07-03 14:45:50.545252,2026-07-03 14:45:50.545252,137db123-4906-4e61-af99-f0d23d86a622
