id,tenant_domain,market_id,name,description,url,file_url,file_type,file_size,category_id,status,created_by,created_at,updated_at,product_ids,tags,source_content_asset_id,asset_type,logo_variant,font_family,font_weight,font_style,font_usage
a2a21788-a6f3-490b-9c40-aacb892cc801,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Zenith Heatmap,,https://static.wixstatic.com/media/b805ce_081b42def50045529ab55f6ca051a47e~mv2.png,,,,44d89090-2c66-4bec-8f2a-7c0daa155d73,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-21 01:02:36.98016,2026-04-21 01:02:36.98016,{937b7000-08ed-4e08-b5bf-d557ba2cd5a5},,,other,,,,,
c1a7a24d-9ab5-431e-963c-a7ce07335902,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Zenith IA,,https://static.wixstatic.com/media/b805ce_03a3ae40301c4d24a5bce5b44deca068~mv2.png,,,,44d89090-2c66-4bec-8f2a-7c0daa155d73,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-21 01:03:15.082229,2026-04-21 01:03:15.082229,{937b7000-08ed-4e08-b5bf-d557ba2cd5a5},,,other,,,,,
9fd45a18-8eef-4d6e-af32-26305ea371b0,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Zenith Copilot,,https://static.wixstatic.com/media/b805ce_1b1f4e9204374770bddf15efcb654a1f~mv2.png,,,,44d89090-2c66-4bec-8f2a-7c0daa155d73,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-21 01:04:51.259398,2026-04-21 01:04:51.259398,{937b7000-08ed-4e08-b5bf-d557ba2cd5a5},,,other,,,,,
dd570c78-6955-4841-af75-933751646c34,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Solo Worker,,https://static.wixstatic.com/media/b805ce_7344c5e71bdd47afbe9f431cb28636e1~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-06 17:50:41.89053,2026-07-03 16:25:07.548,,,,other,,,,normal,
33a31fe5-ffc3-4515-875a-83ea80757441,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Montauk Summer,Lead image extracted from https://www.synozur.com/post/stop-buying-ai-start-building-value,"https://static.wixstatic.com/media/b805ce_1ee96732e2b74f379608e7d3caec56fd~mv2.png/v1/fill/w_1000,h_667,al_c,q_90,usm_0.66_1.00_0.01/b805ce_1ee96732e2b74f379608e7d3caec56fd~mv2.png",,image,,f103ab2a-774e-419a-97e0-3545ced6e706,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-27 18:41:04.334252,2026-07-03 16:24:54.776,,,bfad7b24-d322-4a0a-b86d-7d094499ea41,other,,,,normal,
239248f0-bea0-443b-b0cc-7f4d5355ed14,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,The Agentic AI Stack Hero,,https://www.synozur.com/api/storage/objects/uploads/bc312ba3-4ba1-4ad5-aaac-3d2694541be5,/objects/uploads/b492bc0a-9083-454c-89de-ee6b6c538443,image,,82ae773d-2bd2-4e66-b222-ed0681a84b7d,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-03 17:17:08.573986,2026-07-03 17:49:04.306,,,,other,,,,normal,
06f26994-5ac4-4d83-b96f-0be28cc9a7da,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Desert 2025,,https://static.wixstatic.com/media/b805ce_81dc28cb78b44a8a95e461316ef4e3e9~mv2.jpg,,,,7ab6166d-29ef-40e5-a673-9d388073ad00,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-06 04:06:42.689933,2026-07-06 04:06:42.689933,,,,other,,,,normal,
9e14de85-11fe-47f7-86f5-c4c07a0ed55c,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Snoqualmie 2026,,https://static.wixstatic.com/media/b805ce_6df9949757564a2b97d971ef7b97e87a~mv2.jpg,,,,7ab6166d-29ef-40e5-a673-9d388073ad00,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-06 04:04:56.861694,2026-07-06 04:06:53.499,,,,other,,,,normal,
8fda2a28-6f7f-4bdf-9d63-7a5020528779,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Saguaro 2025,,https://static.wixstatic.com/media/b805ce_39444b593dba4d6eace96c86386b6aea~mv2.jpg,,,,7ab6166d-29ef-40e5-a673-9d388073ad00,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-06 04:04:21.638944,2026-07-06 04:07:00.248,,,,other,,,,normal,
2d0d5a10-89d9-4c23-b1da-8aae4850e416,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Staircase,,,/objects/uploads/59b51c97-967d-4a29-b855-2a317bab3864,image,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-15 20:50:44.712844,2026-07-15 20:50:44.712844,,,,other,,,,normal,
859879f5-fa23-4800-bad4-adf4ad516df2,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Duo,Two people collaborating,,/objects/uploads/5a1fb648-d6b4-41bd-989f-a870a7abd4a7,image,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-15 20:51:57.518823,2026-07-15 20:51:57.518823,,,,other,,,,normal,
297cdaa0-b45a-4e7a-8619-39a28daab0f8,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Trio,,,/objects/uploads/41017ed8-c0f1-4a2b-920b-43074fdb2454,image,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-15 20:52:29.365418,2026-07-15 20:52:29.365418,,,,other,,,,normal,
3c9e6ae8-36da-4049-acf3-145b8d30c2f8,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Post-Its,,,/objects/uploads/484428fc-d668-497d-bd74-0464a2ac3c56,image,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-15 20:53:37.276047,2026-07-15 20:53:37.276047,,,,other,,,,normal,
86d9d843-4f62-4833-bdb8-da9e4173a874,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Solo Late Night,,,/objects/uploads/05574a82-87df-4190-9f5d-d4d4b33f7ef9,image,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-15 20:54:17.132873,2026-07-15 20:54:17.132873,,,,other,,,,normal,
091ee3ad-2bf3-48ee-891e-797814c6f38e,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Moon RIse,,,/objects/uploads/8a27d77e-538b-47e7-a8a1-cd12807bd3cd,image,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-07-15 20:55:34.179693,2026-07-15 20:55:34.179693,,,,other,,,,normal,
66a27051-1afa-437d-8150-0ca7f438d1fd,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,PNW Night Sky,,,/objects/uploads/df43dbbe-2115-4f41-bd49-aae182ee7de4,png,,,active,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-07-16 14:39:31.848531,2026-07-16 14:39:31.848531,{d7ea032a-f66f-42ff-b223-916ccc2632fa},,,other,,,,normal,
3a74bdb5-453b-4474-8481-55f6148e76d0,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Night Sky Lake Reflections,,,/objects/uploads/fbfab72f-3a30-4119-8b16-89d85b45b2ad,png,,1424f66d-0efb-481f-9a5b-bd58d588bdec,active,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-07-16 14:42:40.971212,2026-07-16 14:42:40.971212,"{e1fdd044-c437-4d51-92aa-60d058009ca4,34d0d472-d398-4007-beda-53210841b8d1}",,,other,,,,normal,
044f2aea-30a8-4ef3-b3db-74c17dd230ae,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Warm Contrast Night Sky Aurora,,,/objects/uploads/e03b4140-2738-4c37-aa98-dda302bfdca6,png,,1424f66d-0efb-481f-9a5b-bd58d588bdec,active,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-07-17 02:50:22.334087,2026-07-17 02:50:22.334087,{34d0d472-d398-4007-beda-53210841b8d1},,,other,,,,normal,
9f7d4ccc-5d75-4624-89ed-b18d1d27bc4f,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Cannon Beach Night Sky,,,/objects/uploads/b2994967-e7e6-41bb-b5ff-f3acd4daf0b4,png,,1424f66d-0efb-481f-9a5b-bd58d588bdec,active,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-07-17 02:53:40.953289,2026-07-17 02:53:40.953289,{34d0d472-d398-4007-beda-53210841b8d1},,,other,,,,normal,
